CustomerID,Age,Gender,AnnualIncome,Tenure,Transactions,AvgBalance,LoanHistory,CreditCardUsage,DefaultHistory,Churn,P_Hard,P_Soft,Change_Score,P_Fused,Churn_Predicted,Rank
CUST5243,34,Male,351074,17,140,61256.44,0,0,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1197
CUST7247,68,Female,377367,15,150,78955.4,1,0,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1215
CUST1728,30,Male,381532,5,145,72994.51,1,1,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1164
CUST2896,54,Female,399395,11,146,93333.35,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1175
CUST8541,30,Female,399953,9,139,46788.98,0,1,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1226
CUST8597,22,Male,336365,7,143,63687.09,1,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1228
CUST9455,61,Male,337558,18,150,70650.11,1,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1235
CUST7938,19,Male,201355,17,147,82789.75,1,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1224
CUST5496,46,Male,291810,9,142,46111.74,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1198
CUST9880,28,Female,369271,13,146,77364.72,0,0,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1238
CUST6837,69,Male,225979,12,139,54786.05,1,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1209
CUST6967,43,Female,373697,11,139,61598.29,1,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1213
CUST7024,32,Female,348936,10,141,96446.17,1,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1214
CUST2730,60,Female,319558,13,143,86973.17,0,0,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1173
CUST4233,59,Male,268745,20,147,90901.42,1,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1188
CUST3845,53,Female,280570,25,145,53534.98,0,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1184
CUST4401,37,Male,234510,7,141,64822.52,0,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1189
CUST2495,40,Female,406604,12,138,51328.84,0,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1169
CUST2571,34,Male,353023,23,143,80857.67,1,1,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1170
CUST1945,39,Female,367806,23,138,78811.39,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1166
CUST7392,60,Male,336659,12,146,70231.89,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1217
CUST7520,67,Female,362814,14,148,73780.26,1,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1220
CUST2581,67,Male,339244,15,145,94250.06,1,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1171
CUST6000,18,Female,566014,23,141,99519.74,0,1,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1200
CUST3216,45,Female,498510,8,143,57917.59,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1179
CUST6122,55,Female,283299,24,147,43851.26,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1201
CUST7883,27,Male,275018,5,144,95429.71,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1223
CUST6398,57,Female,413869,19,148,93561.79,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1206
CUST9615,24,Female,398470,10,146,89507.32,1,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1236
CUST9673,65,Female,314527,25,142,61590.1,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1237
CUST2897,46,Male,508293,25,150,73606.95,0,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1176
CUST6684,54,Female,211290,22,137,60097.69,1,0,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1208
CUST5617,21,Female,375477,23,139,85682.59,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1199
CUST2870,19,Male,319233,24,141,60599.69,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1174
CUST9144,38,Male,239906,9,146,91952.54,0,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1233
CUST6960,19,Male,385406,20,141,87757.03,1,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1212
CUST7860,47,Male,267824,21,138,76728.3,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1222
CUST7830,28,Female,611832,10,139,74658.19,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1221
CUST9400,45,Female,551114,22,150,98939.18,1,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1234
CUST6405,27,Female,299978,18,139,98980.39,0,1,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1207
CUST8751,40,Male,451362,10,142,90687.94,0,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1229
CUST8570,54,Male,385648,9,141,62987.92,0,1,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1227
CUST6338,20,Female,246371,22,145,87505.63,0,1,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1205
CUST3040,58,Female,361101,6,144,92624.42,0,0,0,1,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1177
CUST6225,31,Female,236417,5,144,59141.29,0,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1203
CUST6237,50,Female,260941,24,138,91770.18,0,0,0,0,0.8304828163751726,0.4,0.0,0.8552313440317615,1,1204
CUST3583,53,Female,310949,0,105,125878.31,1,0,0,1,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1244
CUST5710,38,Female,410087,0,82,109620.62,0,1,0,0,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1249
CUST3378,28,Male,473445,0,106,118257.45,1,0,0,1,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1243
CUST4157,35,Male,385525,0,106,223382.71,0,0,0,0,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1246
CUST6317,23,Male,580457,0,97,154461.37,1,1,0,0,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1250
CUST10293,53,Female,777697,0,108,194881.88,1,1,0,1,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1253
CUST5062,48,Male,418400,0,102,115117.5,1,0,0,0,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1248
CUST8215,32,Female,901916,0,100,185739.3,0,0,0,0,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1252
CUST7334,42,Male,841142,0,100,154551.75,0,0,0,1,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1251
CUST4372,23,Female,257955,0,103,164126.31,0,0,0,1,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1247
CUST3792,63,Female,798998,0,106,170586.46,1,0,0,1,0.8190002541111554,0.4,0.2,0.8515960750962239,1,1245
CUST2202,47,Male,693466,1,104,221168.39,0,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1257
CUST7174,64,Female,479709,1,105,187478.47,1,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1268
CUST1236,36,Female,395961,1,104,171130.23,0,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1255
CUST7797,23,Female,920658,2,109,219443.36,0,0,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1269
CUST10322,59,Male,521096,2,99,151142.49,1,1,0,1,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1274
CUST6383,48,Female,794495,1,103,167372.5,0,0,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1265
CUST6477,19,Female,395984,2,101,113128.56,0,1,0,1,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1266
CUST1833,20,Male,366234,1,96,114672.36,1,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1256
CUST2777,42,Male,1079377,2,99,209651.75,1,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1259
CUST6933,23,Female,248555,2,100,125276.85,1,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1267
CUST8672,69,Male,747514,2,97,219999.11,0,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1271
CUST5434,34,Male,486881,2,98,189222.69,0,0,0,1,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1263
CUST10121,19,Male,613059,1,98,210862.18,1,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1273
CUST6221,26,Female,625859,2,98,157649.66,0,0,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1264
CUST3055,37,Male,423080,2,104,121755.7,1,0,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1261
CUST2974,55,Female,587069,1,105,147285.63,0,0,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1260
CUST9582,37,Male,596743,2,94,135993.18,1,0,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1272
CUST2460,47,Female,636060,1,109,170010.91,1,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1258
CUST1196,30,Male,900066,2,104,212618.13,1,0,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1254
CUST8350,62,Female,219734,2,84,161820.78,1,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1270
CUST3879,27,Male,473370,2,109,111162.16,0,1,0,0,0.8190002541111554,0.4,0.0,0.8437760572541751,1,1262
CUST10564,62,Female,443291,0,154,133186.84,0,0,0,1,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1285
CUST7053,38,Female,525516,0,115,114442.31,0,1,0,0,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1282
CUST4599,31,Female,342412,0,137,136569.91,1,0,0,1,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1279
CUST3294,60,Female,725400,0,135,124093.58,0,1,0,0,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1277
CUST3305,59,Female,533390,0,128,114617.61,1,1,0,0,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1278
CUST6939,68,Male,480512,0,154,122060.44,1,1,0,0,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1281
CUST2022,62,Male,347083,0,124,108909.83,0,0,0,1,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1276
CUST8474,68,Male,414740,0,117,137421.26,0,0,0,0,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1283
CUST8888,26,Female,508203,0,119,135734.79,0,1,0,0,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1284
CUST1413,43,Female,232646,0,118,104886.97,0,1,0,0,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1275
CUST6305,20,Female,318292,0,130,113163.28,0,0,0,0,0.8108467510063252,0.4,0.2,0.8433706533395531,1,1280
CUST1932,49,Female,856921,2,124,121346.69,0,0,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1289
CUST6976,53,Female,456080,1,126,115531.2,0,0,0,1,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1302
CUST5630,22,Male,379111,2,153,112515.7,0,0,0,1,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1297
CUST10096,45,Female,253565,1,143,115443.05,0,1,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1309
CUST2665,56,Female,421538,2,117,113724.82,1,1,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1291
CUST5285,31,Female,488766,2,123,136951.89,1,1,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1295
CUST5251,64,Female,288898,1,113,107787.19,0,1,0,1,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1294
CUST1396,35,Male,299074,2,154,123322.86,0,0,0,1,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1287
CUST3881,57,Male,545796,1,135,131428.94,0,0,0,1,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1292
CUST8294,68,Female,400633,1,141,105966.56,0,0,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1305
CUST7632,33,Male,433151,2,135,120782.96,0,0,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1304
CUST1204,54,Female,628596,1,113,134135.58,0,1,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1286
CUST6180,40,Male,573857,1,136,108933.77,1,0,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1300
CUST6309,57,Female,246475,1,125,121679.08,0,0,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1301
CUST8623,18,Female,345508,1,134,135819.04,0,1,0,1,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1306
CUST7476,39,Male,584938,2,121,130327.77,0,1,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1303
CUST1790,30,Male,419015,1,140,131616.81,0,1,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1288
CUST9425,21,Female,428594,1,132,125633.12,0,0,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1307
CUST5458,55,Male,293120,1,144,114966.18,1,0,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1296
CUST2292,54,Male,424320,1,129,126582.55,1,1,0,1,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1290
CUST9727,61,Male,486876,1,114,121254.35,0,0,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1308
CUST5818,50,Female,285261,2,143,118670.63,1,1,0,1,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1298
CUST10495,41,Male,333425,1,162,108807.48,0,0,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1310
CUST4829,66,Female,673937,1,126,105971.75,0,1,0,0,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1293
CUST5964,26,Female,305711,2,149,125376.95,0,1,0,1,0.8108467510063252,0.4,0.0,0.8352010806177883,1,1299
CUST5824,36,Male,671939,0,158,198747.06,1,1,0,1,0.7760788428131604,0.4,0.2,0.804098433875496,1,1322
CUST6197,62,Female,623500,0,140,174118.78,0,1,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1324
CUST2599,33,Female,255037,0,137,168951.31,1,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1312
CUST4970,30,Male,1006575,0,138,260758.96,0,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1319
CUST8335,33,Female,592848,0,138,198253.65,0,0,0,1,0.7760788428131604,0.4,0.2,0.804098433875496,1,1328
CUST4115,27,Female,776435,0,119,249547.29,0,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1317
CUST10952,38,Male,733384,0,145,228982.7,0,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1333
CUST3795,33,Male,858672,0,139,241163.06,0,1,0,1,0.7760788428131604,0.4,0.2,0.804098433875496,1,1316
CUST6663,47,Female,705365,0,144,221606.5,0,0,0,1,0.7760788428131604,0.4,0.2,0.804098433875496,1,1325
CUST5580,44,Male,1053539,0,120,264716.71,1,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1321
CUST9336,45,Male,899614,0,118,245552.38,0,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1331
CUST7366,52,Female,740853,0,129,190975.88,1,1,0,1,0.7760788428131604,0.4,0.2,0.804098433875496,1,1327
CUST5916,45,Female,693985,0,128,242100.97,1,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1323
CUST6984,59,Male,569215,0,138,191919.31,0,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1326
CUST2714,21,Male,900849,0,128,250457.26,0,1,0,1,0.7760788428131604,0.4,0.2,0.804098433875496,1,1313
CUST4700,31,Female,473390,0,120,196301.56,1,1,0,1,0.7760788428131604,0.4,0.2,0.804098433875496,1,1318
CUST9050,68,Female,1097774,0,115,231593.92,0,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1330
CUST3720,44,Male,774382,0,129,241239.45,1,1,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1315
CUST9040,61,Male,605972,0,134,241867.28,1,1,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1329
CUST2105,60,Male,585145,0,145,220760.8,0,0,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1311
CUST5026,32,Male,841137,0,115,229498.49,0,0,0,1,0.7760788428131604,0.4,0.2,0.804098433875496,1,1320
CUST3286,60,Male,932224,0,124,230105.52,0,1,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1314
CUST9505,58,Male,728425,0,153,200712.37,0,1,0,0,0.7760788428131604,0.4,0.2,0.804098433875496,1,1332
CUST7255,35,Female,872661,2,149,238408.02,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1366
CUST7148,34,Female,497834,1,141,186131.77,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1365
CUST10308,35,Female,759070,2,125,241375.9,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1384
CUST10915,27,Male,932275,1,133,217472.73,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1389
CUST3851,69,Male,797040,1,157,265622.07,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1345
CUST9388,35,Female,690226,1,122,201396.75,1,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1376
CUST1690,46,Male,879590,1,133,252367.54,1,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1334
CUST6576,36,Female,492899,2,145,210207.57,1,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1361
CUST9384,53,Female,698342,1,133,204324.08,1,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1375
CUST6253,65,Female,824367,2,129,238148.72,1,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1358
CUST8610,53,Female,1036960,1,130,226758.84,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1371
CUST9479,32,Male,953997,1,122,203560.8,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1378
CUST10849,53,Male,442070,1,129,180712.29,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1388
CUST2269,29,Male,301216,2,131,168434.31,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1337
CUST2496,54,Male,843346,1,125,217854.53,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1339
CUST1993,40,Female,825329,2,125,257511.6,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1336
CUST4074,63,Female,669092,1,151,255371.43,1,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1347
CUST7330,51,Male,661989,1,134,207185.52,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1367
CUST7133,59,Male,617876,2,122,171230.11,1,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1364
CUST4834,55,Female,702827,2,147,252889.0,0,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1350
CUST10509,56,Male,1154337,1,142,253646.34,1,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1386
CUST8922,60,Male,970833,2,128,257221.81,1,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1372
CUST5283,65,Female,977156,1,113,248354.65,1,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1352
CUST10090,43,Male,618086,2,141,193970.86,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1383
CUST6931,57,Female,937699,1,139,237584.59,1,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1362
CUST1775,67,Female,643108,1,120,177926.91,1,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1335
CUST3314,22,Male,676356,2,145,210756.63,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1342
CUST6502,28,Male,530492,2,126,179284.23,1,1,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1359
CUST6522,20,Female,714681,1,154,189592.78,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1360
CUST5503,34,Male,549894,1,134,228763.56,1,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1353
CUST2272,65,Female,494887,1,147,170347.59,1,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1338
CUST9967,38,Female,814873,2,146,222425.91,1,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1382
CUST5893,30,Female,809563,1,157,235418.88,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1355
CUST9798,54,Male,934031,2,134,238068.14,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1381
CUST9707,29,Male,447364,2,115,227772.59,0,1,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1380
CUST9432,66,Male,662661,1,128,263537.99,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1377
CUST6161,59,Female,783884,2,139,236119.39,1,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1357
CUST7568,59,Male,872298,2,124,228474.57,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1368
CUST4010,57,Female,960397,1,116,260955.92,0,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1346
CUST6137,36,Male,873346,2,154,237164.15,1,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1356
CUST3019,19,Male,765438,1,148,229694.06,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1340
CUST5772,58,Female,1054528,1,164,220937.03,1,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1354
CUST9629,46,Male,1019567,2,130,173990.17,0,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1379
CUST8076,18,Female,263131,2,114,172391.58,1,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1370
CUST3350,67,Female,1054721,2,125,264960.37,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1343
CUST3295,67,Female,690492,2,132,227015.29,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1341
CUST3451,38,Female,598488,2,153,261088.66,0,0,0,1,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1344
CUST5175,37,Male,865474,1,148,265451.31,1,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1351
CUST10407,43,Female,1351821,1,148,234904.46,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1385
CUST4666,21,Male,917940,2,137,212009.36,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1349
CUST9290,63,Female,545961,2,134,172012.1,1,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1374
CUST7132,59,Male,877519,2,119,247499.04,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1363
CUST7748,56,Female,626208,2,115,223533.62,0,1,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1369
CUST9017,57,Male,648920,2,150,189898.76,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1373
CUST4453,51,Male,435530,2,119,204170.03,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1348
CUST10548,22,Male,608336,1,122,211716.56,0,0,0,0,0.7760788428131604,0.4,0.0,0.7943798875980337,1,1387
CUST1502,22,Female,902221,0,141,341326.29,0,1,1,0,0.7562620989030329,0.49,0.2,0.7872893260923916,1,1391
CUST2585,68,Male,689922,0,144,228127.35,0,1,1,0,0.7562620989030329,0.49,0.2,0.7872893260923916,1,1392
CUST3946,26,Female,1390888,0,152,502172.65,1,1,1,0,0.7562620989030329,0.49,0.2,0.7872893260923916,1,1393
CUST5800,62,Male,651930,0,143,207271.68,0,1,1,0,0.7562620989030329,0.49,0.2,0.7872893260923916,1,1394
CUST1364,45,Male,2400305,0,154,682670.59,0,1,1,1,0.7562620989030329,0.49,0.2,0.7872893260923916,1,1390
CUST1171,53,Male,1553818,1,141,476763.75,1,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1396
CUST1152,32,Female,1069530,1,159,319092.63,0,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1395
CUST3251,64,Male,1142871,1,147,410937.0,1,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1400
CUST5904,41,Male,1823561,2,146,566482.07,0,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1403
CUST1552,45,Male,2132087,1,140,610448.34,0,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1398
CUST9650,49,Female,1358202,2,159,351157.33,0,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1409
CUST6082,60,Male,2340050,2,144,642822.66,1,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1404
CUST10848,57,Female,1046558,2,143,408217.75,1,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1412
CUST1964,64,Female,1639788,1,141,494003.29,1,1,1,1,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1399
CUST7405,29,Female,1624018,1,141,513661.89,1,1,1,1,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1405
CUST9878,34,Male,1684372,2,145,456158.69,1,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1411
CUST1354,55,Male,2120695,2,140,609057.39,0,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1397
CUST9874,42,Female,1300574,2,142,460402.12,1,1,1,1,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1410
CUST5740,39,Male,2073090,2,143,610745.64,0,1,1,1,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1402
CUST9169,27,Female,1615743,1,146,561739.4,1,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1408
CUST8237,26,Female,1266458,1,143,374476.09,1,1,1,1,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1407
CUST4603,21,Male,1619330,2,148,498076.62,0,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1401
CUST7742,61,Female,404635,2,145,159527.15,0,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1406
CUST10886,54,Male,1589706,1,144,436846.87,0,1,1,0,0.7562620989030329,0.49,0.0,0.7769681858577826,1,1413
CUST9235,59,Male,1022343,11,106,271873.8,1,0,1,0,0.7490585010007872,0.49,0.0,0.7670718131304073,0,1681
CUST9355,55,Female,835665,10,140,273402.27,1,1,1,1,0.7490585010007872,0.49,0.0,0.7670718131304073,0,1685
CUST9788,30,Female,1202064,22,104,284633.92,0,0,1,0,0.7490585010007872,0.49,0.0,0.7670718131304073,0,1697
CUST6925,34,Male,604982,14,126,160356.59,1,0,1,0,0.7490585010007872,0.49,0.0,0.7670718131304073,0,1593
CUST6932,40,Male,691986,22,103,168393.17,0,0,1,0,0.7490585010007872,0.49,0.0,0.7670718131304073,0,1594
CUST10632,28,Female,346874,21,141,159631.6,0,0,1,0,0.7490585010007872,0.49,0.0,0.7670718131304073,0,1738
CUST10641,56,Male,720027,20,133,200479.53,0,0,1,0,0.7490585010007872,0.49,0.0,0.7670718131304073,0,1739
